Customer ID,Recommended Product,Current Plan,Product Interest,Monthly Data Usage (GB),Monthly Voice Minutes,Monthly SMS Sent,Recommended
85010,Discounted Voice Bundles,Premium,Device Offers,46.49,528,382,1
79481,Discounted SMS Bundles,Basic,Voice Plans,19.67,607,139,1
27218,Upgrade to Premium Services for Free,Basic,Device Offers,3.78,1249,328,1
83059,Free Device,Unlimited,Value-Added Services,1.45,590,1,1
32606,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,41.43,1605,7,1
95868,Discounted Voice Bundles,Unlimited,Voice Plans,26.47,444,249,1
35809,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,38.87,1861,138,1
76471,Discounted Data Bundles,Premium,Value-Added Services,12.1,320,123,1
86005,Free Device,Unlimited,Voice Plans,17.58,822,308,1
33017,Free Device,Basic,Voice Plans,1.99,1148,227,1
17379,Discounted Data Bundles,Premium,Voice Plans,48.09,627,9,1
93445,Discounted Voice Bundles,Basic,Voice Plans,33.56,1305,468,1
29665,Discounted Data Bundles,Premium,Voice Plans,46.69,1622,211,1
49876,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,13.64,940,111,1
13021,Contract Extension Bonuses,Unlimited,Value-Added Services,30.77,1764,7,1
35098,Free Device,Unlimited,Device Offers,34.09,1165,291,1
13808,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,16.22,580,476,1
38433,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,42.48,1029,361,1
17964,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,47.38,1971,459,1
56281,Discounted SMS Bundles,Basic,Device Offers,44.3,1871,252,1
52084,Upgrade to Premium Services for Free,Premium,Voice Plans,37.08,971,13,1
19046,Discounted Data Bundles,Premium,Voice Plans,14.23,1562,239,1
40348,Discounted Data Bundles,Premium,Device Offers,14.44,1525,437,1
69388,Discounted SMS Bundles,Premium,Data Plans,48.19,1669,241,1
32222,Discounted SMS Bundles,Premium,Voice Plans,1.01,444,468,1
41920,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,35.94,144,341,1
26666,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,35.46,1769,148,1
14193,Discounted SMS Bundles,Premium,Value-Added Services,31.32,120,235,1
14578,Free Device,Basic,Data Plans,49.51,1757,305,1
56745,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,15.94,1193,477,1
60321,Contract Extension Bonuses,Basic,Data Plans,17.33,1987,166,1
79415,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,4.41,972,19,1
99518,Discounted Data Bundles,Unlimited,Data Plans,22.42,147,215,1
22149,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,13.42,1614,342,1
10519,Free Device,Unlimited,Device Offers,17.5,650,134,1
30504,Discounted SMS Bundles,Unlimited,Data Plans,41.81,386,392,1
47247,Discounted Data Bundles,Premium,Data Plans,46.81,1101,128,1
64771,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,9.69,1133,409,1
79275,Free Device,Basic,Value-Added Services,18.94,641,421,1
40705,Contract Extension Bonuses,Premium,Data Plans,46.47,855,293,1
39369,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,3.56,373,245,1
51056,Free Device,Basic,Value-Added Services,5.07,1055,188,1
57137,Contract Extension Bonuses,Premium,Value-Added Services,8.56,699,43,1
94666,Discounted SMS Bundles,Premium,Data Plans,29.96,1879,85,1
96326,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,7.95,480,43,1
35801,Contract Extension Bonuses,Premium,Value-Added Services,48.42,1452,329,1
26402,Discounted Data Bundles,Basic,Device Offers,22.61,578,374,1
35706,Discounted SMS Bundles,Premium,Value-Added Services,25.33,114,445,1
62365,Discounted Data Bundles,Basic,Data Plans,12.71,615,377,1
90462,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,23.81,290,389,1
13536,Discounted Voice Bundles,Unlimited,Data Plans,33.26,1291,144,1
55771,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,37.68,1644,50,1
16325,Contract Extension Bonuses,Premium,Device Offers,37.82,720,241,1
63368,Discounted Voice Bundles,Premium,Device Offers,29.11,1260,293,1
73160,Discounted Voice Bundles,Premium,Data Plans,45.27,253,407,1
85889,Contract Extension Bonuses,Basic,Value-Added Services,40.96,1511,50,1
23848,Discounted SMS Bundles,Basic,Data Plans,37.97,1332,265,1
15249,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,3.25,371,119,1
11454,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,0.84,242,199,1
54620,Discounted Data Bundles,Unlimited,Device Offers,11.02,1734,404,1
12171,Free Device,Basic,Data Plans,33.34,1943,247,1
48069,Discounted Data Bundles,Premium,Device Offers,20.85,1192,69,1
35152,Free Device,Unlimited,Device Offers,20.42,346,340,1
50481,Discounted Data Bundles,Basic,Voice Plans,44.29,1384,56,1
10352,Contract Extension Bonuses,Premium,Value-Added Services,44.83,887,381,1
13210,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,45.5,178,38,1
12287,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,16.04,1781,471,1
60085,Free Device,Premium,Voice Plans,34.71,722,288,1
38255,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,13.95,1893,442,1
46663,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,9.94,1728,17,1
77032,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,9.64,624,439,1
36721,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,17.43,871,219,1
28682,Discounted SMS Bundles,Unlimited,Value-Added Services,21.78,1037,312,1
12670,Discounted Data Bundles,Basic,Voice Plans,41.63,1744,243,1
66038,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,6.43,1453,351,1
91870,Discounted Data Bundles,Premium,Value-Added Services,36.88,1312,459,1
80815,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,26.81,1218,303,1
82430,Free Device,Premium,Device Offers,14.75,716,297,1
96916,Discounted SMS Bundles,Basic,Voice Plans,24.89,1131,282,1
67153,Discounted SMS Bundles,Premium,Value-Added Services,15.35,166,73,1
59652,Contract Extension Bonuses,Premium,Device Offers,30.01,1619,109,1
15650,Upgrade to Premium Services for Free,Premium,Data Plans,21.98,290,179,1
67503,Contract Extension Bonuses,Basic,Device Offers,8.64,1489,425,1
37844,Contract Extension Bonuses,Unlimited,Value-Added Services,6.27,867,31,1
10584,Contract Extension Bonuses,Unlimited,Device Offers,27.56,620,233,1
83777,Contract Extension Bonuses,Basic,Voice Plans,45.17,1089,281,1
87309,Contract Extension Bonuses,Premium,Data Plans,17.53,1240,24,1
54748,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,36.78,366,330,1
60545,Discounted SMS Bundles,Basic,Data Plans,33.1,1734,278,1
83833,Contract Extension Bonuses,Unlimited,Value-Added Services,46.61,584,225,1
20100,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,41.14,1632,56,1
81978,Discounted SMS Bundles,Premium,Data Plans,28.55,1421,179,1
11775,Discounted SMS Bundles,Unlimited,Device Offers,33.02,1287,231,1
34827,Discounted Voice Bundles,Basic,Data Plans,44.97,475,381,1
25416,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,20.28,752,342,1
95271,Contract Extension Bonuses,Unlimited,Device Offers,16.68,1391,476,1
79696,Discounted Data Bundles,Unlimited,Value-Added Services,1.04,648,286,1
10687,Free Device,Unlimited,Device Offers,41.41,1197,63,1
35194,Upgrade to Premium Services for Free,Basic,Data Plans,40.15,1631,454,1
82170,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,5.67,172,231,1
97379,Discounted Data Bundles,Basic,Voice Plans,29.05,407,288,1
53564,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,23.47,298,212,1
89913,Free Device,Basic,Value-Added Services,6.38,1253,257,1
53159,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,49.04,1881,17,1
34316,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,11.13,1947,174,1
93121,Discounted SMS Bundles,Unlimited,Voice Plans,3.83,671,416,1
43382,Free Device,Unlimited,Device Offers,29.94,890,228,1
36911,Discounted SMS Bundles,Premium,Device Offers,37.07,1738,225,1
10673,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,2.11,1931,83,1
17537,Discounted Data Bundles,Premium,Value-Added Services,33.11,1955,290,1
23660,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,26.85,1610,434,1
50751,Discounted Data Bundles,Unlimited,Value-Added Services,5.61,1976,369,1
95071,Free Device,Basic,Voice Plans,9.04,1274,245,1
28949,Free Device,Premium,Device Offers,28.61,1792,401,1
43928,Contract Extension Bonuses,Basic,Data Plans,15.17,1329,109,1
19072,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,46.95,278,253,1
19424,Contract Extension Bonuses,Basic,Value-Added Services,41.03,296,87,1
12646,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,49.19,834,71,1
61130,Contract Extension Bonuses,Premium,Data Plans,13.35,188,380,1
80396,Discounted SMS Bundles,Unlimited,Value-Added Services,48.5,898,29,1
62431,Free Device,Basic,Data Plans,21.85,1557,171,1
61925,Discounted Data Bundles,Unlimited,Data Plans,17.7,887,308,1
45163,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,2.99,847,393,1
21899,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,3.11,1306,342,1
63698,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,34.75,308,435,1
75474,Discounted Data Bundles,Premium,Device Offers,23.17,592,176,1
14341,Contract Extension Bonuses,Basic,Device Offers,11.71,1253,138,1
16429,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,30.89,764,193,1
25079,Upgrade to Premium Services for Free,Basic,Data Plans,13.02,1136,185,1
65992,Discounted SMS Bundles,Unlimited,Device Offers,29.09,1757,217,1
35826,Free Device,Basic,Device Offers,18.28,970,163,1
65904,Discounted Data Bundles,Unlimited,Value-Added Services,41.27,831,160,1
82174,Free Device,Basic,Device Offers,41.12,1229,430,1
82166,Upgrade to Premium Services for Free,Unlimited,Data Plans,24.13,1498,12,1
95979,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,17.87,1705,295,1
91187,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,18.45,1830,88,1
53247,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,40.38,797,323,1
42376,Upgrade to Premium Services for Free,Premium,Device Offers,16.74,1222,41,1
86655,Discounted Data Bundles,Unlimited,Data Plans,10.85,693,402,1
82452,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,4.69,1710,209,1
38273,Discounted SMS Bundles,Basic,Device Offers,23.6,985,228,1
58479,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,24.37,951,349,1
59163,Discounted Voice Bundles,Basic,Device Offers,42.12,1315,274,1
75730,Discounted Data Bundles,Basic,Voice Plans,11.45,424,441,1
95701,Discounted Voice Bundles,Premium,Voice Plans,19.36,1078,278,1
31228,Upgrade to Premium Services for Free,Basic,Voice Plans,40.52,1849,250,1
16723,Contract Extension Bonuses,Premium,Data Plans,41.27,1950,309,1
91528,Discounted Voice Bundles,Premium,Voice Plans,19.54,1055,207,1
93358,Discounted SMS Bundles,Premium,Voice Plans,23.23,1590,320,1
80567,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,15.51,993,139,1
30653,Contract Extension Bonuses,Unlimited,Device Offers,46.66,1490,279,1
70202,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,6.37,1441,33,1
34908,Discounted Voice Bundles,Unlimited,Device Offers,46.72,243,308,1
27473,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,34.35,483,391,1
95470,Upgrade to Premium Services for Free,Basic,Voice Plans,26.81,315,17,1
68860,Contract Extension Bonuses,Premium,Data Plans,2.12,1484,56,1
95196,Upgrade to Premium Services for Free,Basic,Device Offers,24.04,423,111,1
57198,Discounted Voice Bundles,Premium,Voice Plans,20.68,1138,4,1
90640,Upgrade to Premium Services for Free,Premium,Device Offers,8.48,316,409,1
54835,Discounted SMS Bundles,Basic,Device Offers,32.99,1615,413,1
48760,Discounted Voice Bundles,Unlimited,Value-Added Services,48.57,1050,181,1
12485,Discounted Voice Bundles,Basic,Data Plans,28.33,1670,12,1
82099,Discounted Voice Bundles,Basic,Data Plans,35.88,282,338,1
59457,Discounted Data Bundles,Premium,Data Plans,3.89,369,284,1
58722,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,21.17,1044,258,1
89315,Discounted Data Bundles,Premium,Value-Added Services,6.26,1590,89,1
15534,Discounted Data Bundles,Premium,Data Plans,30.83,969,103,1
97552,Discounted SMS Bundles,Unlimited,Value-Added Services,46.95,1735,378,1
56553,Contract Extension Bonuses,Unlimited,Value-Added Services,33.26,1642,185,1
22271,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,4.3,1665,249,1
51138,Upgrade to Premium Services for Free,Premium,Data Plans,18.06,566,254,1
92886,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,27.76,404,75,1
62965,Discounted Voice Bundles,Premium,Data Plans,20.46,1267,385,1
16186,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,41.77,210,458,1
49077,Discounted Voice Bundles,Premium,Data Plans,40.83,1113,107,1
86789,Discounted SMS Bundles,Basic,Value-Added Services,30.79,331,155,1
70378,Discounted Voice Bundles,Basic,Voice Plans,18.99,1814,81,1
84957,Discounted Data Bundles,Premium,Value-Added Services,13.14,1707,76,1
70265,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,5.74,1845,484,1
23115,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,18.07,1855,469,1
47429,Free Device,Unlimited,Data Plans,20.95,1715,459,1
97454,Discounted Voice Bundles,Premium,Device Offers,33.95,1623,257,1
26379,Upgrade to Premium Services for Free,Premium,Value-Added Services,33.08,694,126,1
75798,Discounted Data Bundles,Unlimited,Voice Plans,3.97,1677,484,1
90763,Free Device,Basic,Device Offers,20.07,1396,390,1
77203,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,9.5,1826,281,1
64410,Free Device,Premium,Value-Added Services,8.26,272,473,1
71035,Discounted Data Bundles,Basic,Data Plans,41.45,1072,87,1
57855,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,2.57,1130,203,1
53128,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,21.25,1278,15,1
17669,Contract Extension Bonuses,Premium,Device Offers,8.83,1645,150,1
15221,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,44.03,645,423,1
14315,Contract Extension Bonuses,Unlimited,Data Plans,28.07,647,253,1
92659,Free Device,Premium,Data Plans,11.95,617,187,1
34707,Discounted SMS Bundles,Unlimited,Value-Added Services,25.37,1013,328,1
57797,Upgrade to Premium Services for Free,Unlimited,Data Plans,36.71,314,31,1
55766,Upgrade to Premium Services for Free,Unlimited,Device Offers,47.93,233,270,1
67048,Free Device,Basic,Device Offers,11.41,384,484,1
61524,Discounted Voice Bundles,Premium,Voice Plans,44.37,1249,396,1
51449,Discounted Voice Bundles,Premium,Value-Added Services,46.75,1562,4,1
47900,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,45.86,1972,458,1
36480,Upgrade to Premium Services for Free,Basic,Device Offers,31.95,785,329,1
74956,Upgrade to Premium Services for Free,Basic,Voice Plans,31.68,1275,307,1
39049,Contract Extension Bonuses,Premium,Device Offers,20.46,430,332,1
69059,Discounted SMS Bundles,Basic,Voice Plans,37.74,1661,168,1
14009,Discounted Data Bundles,Premium,Data Plans,26.8,1506,180,1
77532,Discounted Voice Bundles,Basic,Voice Plans,34.03,1238,365,1
80620,Upgrade to Premium Services for Free,Unlimited,Data Plans,21.71,993,177,1
25648,Contract Extension Bonuses,Unlimited,Data Plans,36.71,1605,142,1
25719,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,41.31,1407,361,1
83364,Contract Extension Bonuses,Basic,Data Plans,7.75,998,247,1
30451,Discounted Voice Bundles,Basic,Data Plans,41.73,1198,126,1
85959,Discounted Voice Bundles,Unlimited,Voice Plans,27.24,1289,262,1
36952,Contract Extension Bonuses,Unlimited,Device Offers,42.31,1312,39,1
50934,Discounted Data Bundles,Basic,Value-Added Services,21.85,177,411,1
76392,Free Device,Basic,Data Plans,19.26,1046,415,1
51672,Discounted Voice Bundles,Basic,Value-Added Services,45.8,1725,354,1
78616,Contract Extension Bonuses,Basic,Voice Plans,12.93,787,254,1
36615,Upgrade to Premium Services for Free,Basic,Data Plans,42.29,120,142,1
92187,Contract Extension Bonuses,Basic,Voice Plans,24.46,665,239,1
93903,Discounted SMS Bundles,Premium,Value-Added Services,25.95,1307,227,1
38141,Free Device,Basic,Voice Plans,15.77,1994,340,1
32011,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,28.87,1345,197,1
21647,Discounted Data Bundles,Premium,Voice Plans,16.6,926,64,1
75590,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,2.44,1451,387,1
11562,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,13.96,278,10,1
56766,Free Device,Premium,Voice Plans,0.82,1911,107,1
12360,Free Device,Unlimited,Voice Plans,48.93,1235,25,1
12043,Free Device,Basic,Device Offers,48.3,1859,444,1
23626,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,20.06,1849,420,1
22035,Upgrade to Premium Services for Free,Basic,Voice Plans,36.55,1182,150,1
17337,Free Device,Basic,Device Offers,17.62,1450,220,1
54011,Contract Extension Bonuses,Premium,Data Plans,33.72,1004,340,1
47757,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,40.37,1744,495,1
52530,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,47.36,768,236,1
91454,Free Device,Basic,Value-Added Services,20.31,290,236,1
82919,Contract Extension Bonuses,Unlimited,Data Plans,39.27,1323,496,1
77538,Upgrade to Premium Services for Free,Premium,Device Offers,13.66,1435,218,1
82444,Discounted SMS Bundles,Basic,Device Offers,49.52,807,486,1
75262,Upgrade to Premium Services for Free,Basic,Voice Plans,1.78,1158,423,1
75837,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,30.37,478,460,1
62195,Free Device,Premium,Voice Plans,33.15,486,150,1
50391,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,34.56,1881,122,1
30735,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,6.46,336,143,1
75136,Discounted Voice Bundles,Premium,Value-Added Services,46.96,715,477,1
43258,Free Device,Basic,Value-Added Services,9.47,1642,188,1
63014,Discounted Voice Bundles,Premium,Device Offers,31.33,382,254,1
59404,Contract Extension Bonuses,Basic,Voice Plans,11.52,100,67,1
27139,Discounted SMS Bundles,Basic,Voice Plans,15.71,1854,103,1
48288,Discounted Data Bundles,Premium,Data Plans,27.55,563,335,1
63941,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,21.15,1353,158,1
75706,Upgrade to Premium Services for Free,Basic,Data Plans,8.43,1066,308,1
51132,Discounted SMS Bundles,Premium,Voice Plans,8.96,271,361,1
65562,Free Device,Premium,Voice Plans,21.2,1210,408,1
84752,Discounted Voice Bundles,Premium,Value-Added Services,37.99,1676,299,1
88239,Upgrade to Premium Services for Free,Unlimited,Device Offers,44.95,1246,395,1
60831,Discounted Voice Bundles,Basic,Voice Plans,4.66,942,89,1
86662,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,19.96,1421,356,1
22415,Discounted Voice Bundles,Premium,Device Offers,5.46,789,255,1
80675,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,1.32,674,495,1
24907,Contract Extension Bonuses,Premium,Device Offers,33.26,1607,352,1
15837,Upgrade to Premium Services for Free,Unlimited,Device Offers,30.32,264,219,1
33778,Upgrade to Premium Services for Free,Premium,Voice Plans,8.57,1822,8,1
39550,Discounted Data Bundles,Unlimited,Voice Plans,12.07,482,11,1
33933,Free Device,Unlimited,Device Offers,1.67,308,324,1
65587,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,41.83,1862,437,1
32776,Discounted Data Bundles,Basic,Voice Plans,48.75,1555,243,1
68467,Discounted Voice Bundles,Unlimited,Voice Plans,7.21,1512,181,1
75194,Discounted Voice Bundles,Basic,Value-Added Services,11.96,1683,283,1
90261,Discounted Data Bundles,Premium,Value-Added Services,43.49,323,311,1
56534,Upgrade to Premium Services for Free,Unlimited,Device Offers,46.36,102,98,1
27726,Discounted Voice Bundles,Premium,Voice Plans,21.27,471,196,1
87415,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,3.01,1810,481,1
80485,Contract Extension Bonuses,Unlimited,Device Offers,2.45,1569,365,1
30194,Contract Extension Bonuses,Basic,Voice Plans,28.91,710,225,1
87164,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,19.95,215,332,1
91658,Discounted Data Bundles,Premium,Voice Plans,1.92,1393,102,1
35401,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,29.37,546,105,1
95350,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,1.06,1491,364,1
64304,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,39.47,1376,367,1
12724,Discounted Data Bundles,Basic,Device Offers,15.67,1440,57,1
92116,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,2.49,514,77,1
10640,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,29.62,1218,74,1
71307,Upgrade to Premium Services for Free,Basic,Data Plans,20.19,1908,41,1
94477,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,48.7,991,421,1
60778,Upgrade to Premium Services for Free,Premium,Voice Plans,27.44,1147,323,1
48161,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,14.12,1751,180,1
79201,Contract Extension Bonuses,Premium,Value-Added Services,35.62,762,32,1
52727,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,13.94,1973,70,1
26960,Upgrade to Premium Services for Free,Basic,Value-Added Services,45.26,1173,55,1
32580,Discounted SMS Bundles,Premium,Value-Added Services,19.05,1625,104,1
26664,Free Device,Unlimited,Voice Plans,27.72,817,199,1
11925,Discounted Voice Bundles,Premium,Device Offers,3.0,1621,100,1
86156,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,21.59,1458,255,1
69175,Discounted SMS Bundles,Unlimited,Value-Added Services,41.7,1202,306,1
79805,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,40.38,1705,73,1
23250,Contract Extension Bonuses,Unlimited,Value-Added Services,11.6,1150,170,1
15327,Discounted Data Bundles,Premium,Data Plans,11.69,370,376,1
93143,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,40.96,661,142,1
45275,Contract Extension Bonuses,Unlimited,Value-Added Services,46.55,903,165,1
19614,Free Device,Basic,Voice Plans,5.22,346,398,1
96041,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,22.78,1899,260,1
93524,Upgrade to Premium Services for Free,Unlimited,Device Offers,17.2,1714,220,1
68567,Discounted Data Bundles,Premium,Voice Plans,43.6,486,82,1
19541,Contract Extension Bonuses,Basic,Voice Plans,4.63,801,181,1
34372,Contract Extension Bonuses,Basic,Data Plans,10.95,658,306,1
47335,Contract Extension Bonuses,Basic,Voice Plans,37.75,1072,9,1
12549,Free Device,Unlimited,Voice Plans,3.04,1484,395,1
23159,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,24.88,1989,3,1
77630,Free Device,Unlimited,Device Offers,22.38,1083,350,1
84984,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,17.05,1611,401,1
13059,Discounted Voice Bundles,Premium,Value-Added Services,20.03,451,335,1
80060,Discounted Voice Bundles,Premium,Voice Plans,26.73,1824,487,1
56489,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,8.49,1379,291,1
86829,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,28.81,1345,280,1
28616,Upgrade to Premium Services for Free,Premium,Device Offers,40.37,852,214,1
37706,Free Device,Unlimited,Data Plans,38.13,880,459,1
15121,Discounted Data Bundles,Unlimited,Value-Added Services,8.12,1124,97,1
35078,Contract Extension Bonuses,Basic,Data Plans,7.89,645,419,1
59026,Contract Extension Bonuses,Unlimited,Voice Plans,13.77,1569,100,1
89423,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,18.37,178,450,1
53218,Upgrade to Premium Services for Free,Premium,Voice Plans,20.72,1359,8,1
15100,Discounted Voice Bundles,Unlimited,Device Offers,34.15,433,60,1
51069,Discounted Voice Bundles,Premium,Voice Plans,3.31,988,308,1
50821,Contract Extension Bonuses,Basic,Voice Plans,2.22,1472,145,1
58982,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,19.9,1221,426,1
90010,Free Device,Unlimited,Voice Plans,35.01,1205,418,1
59409,Discounted Voice Bundles,Basic,Value-Added Services,10.08,601,62,1
48398,Free Device,Unlimited,Value-Added Services,32.25,1600,120,1
37752,Upgrade to Premium Services for Free,Basic,Device Offers,13.36,1827,225,1
66286,Discounted Voice Bundles,Premium,Value-Added Services,44.36,864,104,1
36095,Discounted Voice Bundles,Premium,Data Plans,44.84,1020,461,1
35921,Discounted SMS Bundles,Premium,Device Offers,15.22,649,259,1
90633,Discounted Voice Bundles,Premium,Value-Added Services,11.88,113,348,1
59107,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,20.86,491,424,1
76098,Discounted Data Bundles,Basic,Value-Added Services,12.41,1470,254,1
10395,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,33.78,409,428,1
36500,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,41.39,485,433,1
16159,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,33.82,1332,206,1
90838,Free Device,Basic,Value-Added Services,41.31,1480,27,1
50665,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,20.15,1073,169,1
53580,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,8.24,1724,335,1
78233,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,37.03,1691,75,1
26794,Upgrade to Premium Services for Free,Basic,Value-Added Services,18.34,1217,115,1
97561,Discounted Voice Bundles,Basic,Voice Plans,33.73,1216,68,1
43304,Discounted Data Bundles,Premium,Value-Added Services,13.9,439,353,1
95475,Free Device,Basic,Device Offers,4.52,696,233,1
44598,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,49.63,1568,0,1
98436,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,8.23,856,166,1
43255,Discounted SMS Bundles,Premium,Voice Plans,49.43,1145,351,1
82956,Free Device,Unlimited,Voice Plans,48.88,390,217,1
81717,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,39.79,1608,272,1
52656,Free Device,Unlimited,Data Plans,33.14,1907,367,1
87799,Discounted Voice Bundles,Unlimited,Data Plans,29.1,405,250,1
32906,Discounted SMS Bundles,Basic,Voice Plans,43.37,733,346,1
78769,Free Device,Basic,Value-Added Services,14.83,1251,343,1
53420,Discounted Data Bundles,Unlimited,Device Offers,23.65,724,418,1
61935,Discounted Data Bundles,Basic,Voice Plans,31.16,1038,173,1
88430,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,20.85,1396,169,1
41756,Discounted SMS Bundles,Premium,Data Plans,21.66,947,245,1
20471,Discounted SMS Bundles,Premium,Voice Plans,16.85,541,422,1
57799,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,28.43,602,89,1
25749,Free Device,Premium,Data Plans,42.6,229,48,1
62334,Discounted SMS Bundles,Basic,Value-Added Services,10.48,1255,445,1
